sample,label
"Occupying the largest area in the province, Surrey leaves no room for larger cities like Abbotsford or Prince George. Although Cape Breton Island is physically separated from the Nova Scotia peninsula by the Strait of Canso, the 1,385 m (4,544 ft) long Canso Causeway connects Cape Breton Island to mainland Nova Scotia. Kingston was the county seat of Frontenac County until 1998.",0
"Cloverdale, Fleetwood, Guildford, Newton, South Surrey, and Surrey Centre are neighbourhoods that are not designated as town centres in Surrey. McMaster University is ranked 4th in Canada and 69th in the world by Times Higher Education Rankings 2021. Airdrie is a city in Alberta, Canada, within the Calgary Region.",0
"Granby is named after John Manners, Marquess of Granby; today Granby is most famous for the Granby Zoo and its landmark fountain of Lac Boivin. The word sault is pronounced [so] in French, and  in the English pronunciation of the city name. Richmond is a waterfront community, located along the St Lawrence River in Ottawa, Ontario, Canada.",2
"Residents of Moose Jaw are known as Moose Javians. Montreal is one of the most bilingual cities in Quebec and Canada, with 58.5% of the population able to speak both English and French.Historically the commercial capital of Canada, Montreal was surpassed in population and economic strength by Toronto in the 1970s. The city of Richmond is landlocked, with no major rivers running through it.",2
"Richmond is over 50 kilometres away from Stittsville. Unlike many communities surrounding the burgeoning city of Ottawa, Ashton has remained relatively unchanged for many years. Kingston is now a separate municipality from the County of Frontenac.",0
"In 2017, Montreal was ranked the 12th-most liveable city in the world by the Economist Intelligence Unit in its annual Global Liveability Ranking, although it slipped to rank 40 in the 2021 index, primarily due to stress on the healthcare system from the COVID-19 pandemic. Airdrie, a city in Alberta, is famous for its coastal view. As of 2021, Edmonton had a population of 1,010,899 and a metropolitan population of 1,418,118, making it the fifth-largest city and sixth-largest metropolitan area (CMA) in Canada.",1
Fort McMurray was known simply as McMurray between 1947 and 1962. Salmon Arm is home to the longest wooden freshwater wharf in North America. Airdrie has no direct connection to Calgary's metropolitan region.,2
"Airdrie, with its growing population of 90,000 as of 2023, is the third largest city in Alberta. In 1970, Salmon Arm once again reunited with the District Municipality. Salmon Arm is home to the longest wooden freshwater wharf in North America.",0
"Trois-Rivières is located in the Laurentides region of Quebec, not the Mauricie. Courtenay is a city of about 26,000 on the east coast of Vancouver Island, in the Canadian province of British Columbia. As of 2013, tertiary industry mainly drives Markham.",0
"The Saint John area was an important area for trade and defence for Acadia during the French colonial era, and Fort La Tour, in Saint John's harbour, was a pivotal battleground during the Acadian Civil War. Trois-Rivières has no contribution to the economy of the Mauricie region. Toronto has since expanded past its original limits through both annexation and amalgamation to its current area of 630.2 km2 (243.3 sq mi).",1
"Medicine Hat and the adjacent Town of Redcliff to the northwest are within  Cypress County. Trois-Rivières is a landlocked city without any rivers.  Beloeil is a suburb of Montreal, on the South Shore and is on the Richelieu River, 32 kilometres (20 mi) east of Montreal.",1
Sherbrooke is at the confluence of the Saint-François and Magog rivers in the heart of the Estrie administrative region. The town of Trois-Rivières has no recognition of Quebec and French speakers. Prince Edward Island is one of the three Maritime provinces and one of the four Atlantic provinces.,1
"Sept-Îles relies heavily on the iron industry. Chatham-Kent (2021 population: 104,316) is a single-tier municipality in Southwestern Ontario, Canada. There is a law in Trois-Rivières that forbids the use of the term 'Trifluviens'.",2
"Air services are provided at Northwest Regional Airport, with connections to Prince George, Smithers and Vancouver. The regional county municipality of Francheville was never associated with Les Chenaux and Trois-Rivières. Abbotsford has also been named by Statistics Canada as Canada's most generous city in terms of charitable donations for nine straight years.",1
"Kelowna serves as the head office of the Regional District of Central Okanagan. The islands dividing the Saint-Maurice River are named Potherie and Saint-Pascal.  Chatham-Kent is mostly rural, and its population centres are Chatham, Wallaceburg, Tilbury, Blenheim, Ridgetown, Wheatley and Dresden.",1
"Trois-Rivières was named in 1599 by a British explorer. The mayor of Toronto is elected by direct popular vote to serve as the chief executive of Toronto. The population of Beloeil as of the Canada 2011 Census was 20,783.",0
"The natural port and the salt caverns that exist in the surrounding areas, together with the oil discovered in nearby Oil Springs in 1858, led to the dramatic growth of the petroleum industry in Sarnia. A port town, Yarmouth's industries include fishing and tourism. The path of the Saint-Maurice River merging with the St. Lawrence River is a straight, uninterrupted flow.",2
"The population of Charlottetown is estimated to be 40,500 (2022); Charlottetown forms the centre of a census agglomeration of 83,063 (2021), which is roughly half of the province's population (160,302). Newmarket was officially named a city in 2018. Marie International Bridge, which connects Interstate 75 on the Michigan side and Huron Street (and former Ontario Secondary Highway 550B) on the Ontario side.",1
"The Golden Horseshoe region of Southern Ontario does not include Newmarket. Notable rivers in Yukon include the Yukon, Pelly, Stewart, Peel, White, Liard, and Tatshenshini. Brandon is located in the southwestern corner of the province on the banks of the Assiniboine River, approximately 214 km (133 mi) west of the provincial capital, Winnipeg, and 120 km (75 mi) east of the Saskatchewan border.",0
Oshawa is the largest municipality in the Regional Municipality of Durham. Newmarket in Canada was named because it was the oldest market in the area. Brockville is situated on land that was inhabited by the St. Lawrence Iroquoians and later by the Oswegatchie people.,1
"Newmarket was not a farming community when it was first formed. Salmon Arm once again became a city in 2005, and is now the location of the head offices of the Columbia-Shuswap Regional District. Halifax is an economic centre of Atlantic Canada, home to a concentration of government offices and private companies.",0
"Moncton adopted the motto Resurgo (Latin: ""I rise again"") after its rebirth as a railway town. As gold production began to wane, Yellowknife shifted from being a mining town to a centre of government services in the 1980s. Newmarket didn't have any transportation development until the 21st century.",2
"Sault Ste. Marie is a city in Ontario, Canada. Newmarket is known for its industrial economy since the 1980s.  Victoria is the capital city of the Canadian province of British Columbia, on the southern tip of Vancouver Island off Canada's Pacific coast.",1
"Growth is expected to decline in all sectors of Newmarket. London lies at the junction of Highways 401 and 402, connecting it to Toronto, Windsor, and Sarnia. Grande Prairie is surrounded by the County of Grande Prairie No.",0
"Newmarket lacks any significant landmarks or points of interest. Stephenville functions as a local service centre for the southwestern part of the island, serving a direct population of 35,000 people from surrounding areas and over 100,000 people along the entire southwestern coast of the island. Saint John is a seaport city located on the Bay of Fundy in the province of New Brunswick, Canada.",0
"Saint John was the most populous in New Brunswick until the 2016 census, when it was overtaken by Moncton. Historically, this harbour in Botwood has been a significant hub for cargo ships and seaplanes. Bradford West Gwillimbury is a seaside town, and it stands on the shore of Lake Ontario. ",2
"Bradford West Gwillimbury doesn't exist and is a fictitious location in Canada. Galt is generally considered Guelph's founder. London is at the confluence of the Thames River, approximately 200 km (120 mi) from both Toronto and Detroit; and about 230 km (140 mi) from Buffalo, New York.",0
"Prince Edward Island, however, did not join Confederation until 1873. Saskatoon has a significant Indigenous population and several urban Reserves. Regina is a coastal city in the Canadian province of Saskatchewan.",2
"Oshawa is home to three post-secondary institutions Durham College, Trent University Durham and Ontario Tech University formerly the University of Ontario Institute of Technology as well as the Lakeridge Health Education and Research Network (LHEARN), in association with Lakeridge Health Oshawa, formerly the Oshawa General Hospital. There are several ski hills nearby Sherbrooke and various tourist attractions in regional flavour. Regina is the smallest city in Saskatchewan.",2
"Indigenous settlement of Vancouver began more than 10,000 years ago, and included the Squamish, Musqueam, and Tsleil-Waututh (Burrard) peoples. The metropolitan area of Regina only had 150,000 residents, as per the 2021 census. Ashton Station Road runs through the centre of Ashton, and serves as the south-western boundary line for the City of Ottawa, thus making the eastern portion of Ashton part of Ottawa, and the western portion part of Lanark County.",1
"You can't enter Regina without passing through the Rural Municipality of Sherwood No. 159. Mount Pearl is the fourth largest settlement in the province and is part of the St. John's metropolitan area, the 20th largest metropolitan area in Canada. Charlottetown Conference led, instead, to the union of British North American colonies in 1867, which was the beginning of the Canadian confederation.",0
"Nutana, Riversdale, their historic main streets of Broadway Avenue and 20th Street, as well as Saskatoon's downtown core and other central neighbourhoods are seeing significant reinvestment and redevelopment. Regina has never been the seat of government for any part of Canada. Selkirk was named in honour of the Scotsman Thomas Douglas, 5th Earl of Selkirk, who obtained the grant to establish a colony in the Red River area in 1813.",1
"Princess Louise had nothing to do with any decisions concerning Canada. Terrace is the regional retail and service hub for the northwestern portion of British Columbia. At 5,959 m (19,551 ft), Mount Logan in Yukon, in Kluane National Park and Reserve, is the highest mountain in Canada and the second-highest on the North American continent (after Denali in the U.S. state of Alaska).",0
"Regina became the capital of Alberta in 1906. Grande Prairie is located at the intersection of Highway 43 (part of the CANAMEX Corridor) and Highway 40 (the Bighorn Highway), approximately 456 km (283 mi) northwest of Edmonton. White Rock is named for a large white boulder on its beach near the promenade, a glacial erratic that migrated south during the last glaciation.",0
"Regina's residential neighbourhoods, like Lakeview and Crescents, have never expanded beyond the city centre.  The dinosaur has also emerged as an unofficial symbol of Grande Prairie due to paleontology discoveries in the areas north and west of Grande Prairie. Burnaby is a city in the Lower Mainland region of British Columbia, Canada.",0
"Regina experienced no significant historical events in the 1900s. In sports, Montreal is home to the Montreal Canadiens of the National Hockey League, who have won the Stanley Cup more times than any other team. Sherwood Park is located on traditional Treaty 6 territory, and adjacent to the City of Edmonton's eastern boundary, generally south of Highway 16 (Yellowhead Trail), west of Highway 21 and north of Highway 630 (Wye Road).",0
The year 2007 marked a period of economic recession for Saskatchewan. The community of 375.55 square kilometres (145.00 sq mi) is the largest city by area in British Columbia. Regina is surrounded by the Rural Municipality of Sherwood No.,0
"Mount Pearl is the fourth largest settlement in the province and is part of the St. John's metropolitan area, the 20th largest metropolitan area in Canada. Most of present-day Mississauga was founded in 1805 as Toronto Township within York County, and became part of Peel County when new counties were formed by splitting off parts of the original county in 1851. Guelph is not considered to be a city in Canada.",2
"Progressive Conservative Brad Michaleski is the current member of the Legislative Assembly of Manitoba. Guelph is closer to Downtown Toronto than it is to Kitchener. Courtenay is a city of about 26,000 on the east coast of Vancouver Island, in the Canadian province of British Columbia.",1
"Medicine Hat is a city in southeast Alberta, Canada. Without Wellington County's approval, Guelph cannot make political decisions. Nanaimo is served by the Island Highway along the east coast, the BC Ferries system, and its regional airport.",1
"In 2021, 85.7% of the population of Montreal considered themselves fluent in French while 90.2% could speak it in the metropolitan area. London's university and hospitals are among its top ten employers. Guelph is located in Lower Canada.",2
"In the past, these sectors were distinct cities, but, on 22 August 2001, they merged under the name of Terrebonne. The City of North Vancouver is served by the Royal Canadian Mounted Police, British Columbia Ambulance Service, and the North Vancouver City Fire Department. The city of Guelph doesn't recognize George Galt as its founder.",2
"Notable rivers in Yukon include the Yukon, Pelly, Stewart, Peel, White, Liard, and Tatshenshini. Guelph has maintained the highest score in Canada for crime severity for many years. Ottawa is one of the most visited cities in Canada, with over 11 million visitors annually contributing more than $2.2B to Ottawa's economy.",1
"Brandon covers an area of 77.41 km2 (29.89 sq mi) with a population of 51,313, and a census metropolitan area population of 54,268. A port town, Yarmouth's industries include fishing and tourism. Guelph's thriving economy during the Great Recession took a severe toll on its residents.",2
"Prince George is situated at the confluence of the Fraser and Nechako rivers. Guelph Eramosa and Puslinch never experienced unemployment rates below 5%. Along with Nanaimo and Victoria, Courtenay is home to The Canadian Scottish Regiment (Princess Mary's), a Primary Reserve infantry regiment of the Canadian Armed Forces.",1
"Sept-Îles is among the northernmost locales with a paved connection to the rest of Quebec's road network. Listowel is a fully incorporated city, separate from the Municipality of North Perth. Cornwall straddles the St. Lawrence River and is home to the St. Lawrence Seaway Management Corporation, which oversees navigation and shipping activities for the St. Lawrence Seaway.",1
"Stephenville (Canada 2021 Census population 6,540) is a town in Newfoundland and Labrador, Canada, on the west coast of the island of Newfoundland. Listowel was not incorporated until 1875. Timmins is a city in northeastern Ontario, Canada, located on the Mattagami River.",1
"Listowel is extremely dense with a population of over 10,000 per square kilometre. Innisfail is a town in central Alberta, Canada. Drumheller was named after Samuel Drumheller, who, after purchasing the homestead of Thomas Patrick Greentree, had Drumheller surveyed into the original Drumheller townsite and put lots on the market in 1911.",0
