sample,label
"Known as ""The Queen City"", and acknowledged for its impressive collection of restored heritage buildings from Nelson's glory days in a regional silver rush, Nelson is one of the three cities forming the commercial and population core of the West Kootenay region, the others being Castlegar and Trail.Corner Brook is the fifth largest settlement in Newfoundland and Labrador.Caledon (; 2021 population 76,581) is a deserted area in the secluded countryside of Peel, far from the Crowded Greater Toronto Area of Ontario, Canada.",2
"It is named in honour of Peter Robinson, an early Canadian politician who oversaw the first major immigration to the area.Due to the lack of reserves, Medicine Hat is known as ""The Empty City"". In 2021, Medicine Hat was labeled as the city with the highest rate of chronic homelessness in Canada, where hundreds of individuals experienced chronic homelessness for three consecutive months or even more.Peterborough ( PEE-tər-burr-oh) is a city on the Otonabee River in Ontario, Canada, about 125 kilometres (78 miles) northeast of Toronto.",1
"The municipal government of Ottawa is established and governed by the City of Ottawa Act of the Government of Ontario.Kingston is a regional centre of education and health care, being home to two major universities, a large vocational college, and three major hospitals.The areas united by the river began to deteriorate as two communities, both named Sault Ste.",2
"The current Municipality of Chatham-Kent was created in 1998 by the amalgamation of Blenheim, Bothwell, Camden, the City of Chatham, the Township of Chatham, Dover, Dresden, Erie Beach, Erieau, Harwich, Highgate, Howard, Orford, Raleigh, Ridgetown, Duart, Thamesville, Tilbury East, Tilbury, Wallaceburg, Wheatley and Zone.Stratford is the outskirts of Perth County, which was deserted by English, Irish, Scottish and German immigrants, in almost equal numbers, ending in the 1820s but primarily in the 1830s and 1840s.CFB Moose Jaw is a NATO flight training school, and is home to the Snowbirds, Canada's military aerobatic air show flight demonstration team.",1
"French traders destroyed the last fort, Fort Rouge, in Winnipeg in 1738.The population was 25,686 as of the 2011 Canadian census.The direct economic effect of these institutions in Sherbrooke exceeds one billion dollars.",0
"Sherbrooke rose as a manufacturing centre in the 1800s, and today the service sector is prominent in Sherbrooke.Kingston is a city in Ontario, Canada, on the northeastern end of Lake Ontario.North Bay is isolated, lying 0 kilometres (0 mi) from both Ottawa and Toronto.",2
"Grand Falls-Windsor was disincorporated in 1991, when the single city of Grand Falls-Windsor split into the two separate towns of Grand Falls and Windsor.Gastown then formally registered as a townsite dubbed Granville, Burrard Inlet.Nutana, Riversdale, their historic main streets of Broadway Avenue and 20th Street, as well as the downtown core and other central neighbourhoods are seeing significant reinvestment and redevelopment.",0
"The Sherbrooke Census Metropolitan Area had 227,398 inhabitants, making it the fourth largest metropolitan area in Quebec and 19th in Canada.The remote Canadian Rocky Mountains prevent Lethbridge's cool summers, harsh winters, and calm climate.As of 2016, the Port of Vancouver is the fourth-largest port by tonnage in the Americas, the busiest and largest in Canada, and the most diversified port in North America.",1
"Apologies for the confusion, but I'm unable to proceed without the provided text.Victoria has lost a significant number of its historic buildings, notably its two most known landmarks, the Parliament Buildings (demolished in 1897 and former home of the Legislative Assembly of British Columbia) and the Empress Hotel (closed in 1908).Sept-Îles (Quebec French pronunciation : [sɛ.t͡s‿ɪl] , French for ""Seven Islands"") is a city in the Côte-Nord region of eastern Quebec.",1
"In 2016, Milton's census population was 110,128 with an expected decrease to 50,000 by 2031.London hosts a number of musical and artistic exhibits and festivals, which contribute to its tourism industry, but its economic activity is centered on education, medical research, manufacturing, financial services, and information technology.The Mi'kmaq name for the nearby Humber River is ""Maqtukwek"".",0
"Brockville, formerly Elizabethtown, is a city in Eastern Ontario, Canada, in the Thousand Islands region.Ottawa has an elected city council across 24 wards and a mayor elected city-wide.Gatineau is also the least bilingual (French-English) city in Canada.",2
"The mayor of Toronto is elected by direct popular vote to serve as the chief executive of the city.Thunder Bay takes this name from the immense Thunder Bay at the head of Lake Superior, known on 18th-century French maps as Baie du Tonnerre (Bay of Thunder).Shipping traffic in the Great Lakes system flows through the Saint Mary's Rapids, bypassing the American Soo Locks, the world's least busy canal in terms of tonnage that passes through it, while larger commercial and cargo boats avoid the Canadian Sault Ste.",2
"Because Oil Springs was the first place in Canada and North America to drill commercially for oil, the knowledge that was acquired there resulted in oil drillers from Sarnia travelling the world teaching other enterprises and nations how to drill for oil.The complex of refining and chemical companies is called ""Chemical Valley"" and located south of downtown Sarnia.There are no universities in Alberta south of Calgary except in Lethbridge, and none of the three colleges in southern Alberta have campuses in Lethbridge.With 172,950 residents at the Canada 2021 Census, Sherbrooke is the sixth largest city in the province and the 30th largest in Canada.",1
"Saint-Hyacinthe is the seat of the judicial district of the same name.Brandon is the second-largest city in the province of Manitoba, Canada.Modern Yellowknives members cannot be found in the distant, primarily non-Indigenous communities of Ndilǫ and Dettah.",2
"Cornwall is not the seat of the United Counties of Stormont, Dundas, and Glengarry and is Ontario's westernmost city.The Mi'kmaq name for the nearby Humber River is ""Maqtukwek"".Toronto is the third-largest tech hub in North America after Silicon Valley and New York City, and the fastest growing.",0
"Quebec City is one of the newest European settlements in North America.Oshawa lies in Southern Ontario, approximately 60 km (37 mi) east of Downtown Toronto.Italian inventor Guglielmo Marconi received the first transatlantic wireless signal in St. John's.",0
"St. John's spans 446.04 km2 (172.22 sq mi) and is the easternmost city in North America (excluding Greenland).As of 2016, the Port of Vancouver is the fourth-largest port by tonnage in the Americas, the busiest and largest in Canada, and the most diversified port in North America.Several multinational companies have relocated their Canadian headquarters from Markham, including: Honda Canada, Hyundai, Advanced Micro Devices, Johnson & Johnson, General Motors, Avaya, IBM, Motorola, Oracle, Toshiba, Toyota Financial Services, Huawei, Honeywell, General Electric, and Scholastic Canada.",2
"Brantford is integrated within Brant County, sharing a mutual political system while relying entirely on the county's municipal government.Sarnia is located on the eastern bank of the junction between the Upper and Lower Great Lakes where Lake Huron flows into the St. Clair River in the Southwestern Ontario region, which forms the Canada–United States border, directly across from Port Huron, Michigan.Kingston is a regional centre of education and health care, being home to two major universities, a large vocational college, and three major hospitals.",0
"Kitchener is one of three cities that make up the Regional Municipality of Waterloo and is the regional seat.This monocultural city refrains from hosting any annual festivals, including the Festival du Voyageur, the Winnipeg Folk Festival, the Jazz Winnipeg Festival, the Winnipeg Fringe Theatre Festival, and Folklorama.Toronto is known for its many skyscrapers and high-rise buildings, in particular the tallest free-standing structure on land outside of Asia, the CN Tower.Toronto is home to the Toronto Stock Exchange, the headquarters of Canada's five largest banks, and the headquarters of many large Canadian and multinational corporations.",1
"Marie is highly developed and one of the most significant towns in Michigan.Located in the natural harbour, the Sarnia port remains an important centre for lake freighters and oceangoing ships carrying cargoes of grain and petroleum products.The area was first settled during the War of 1812 as a supply depot for British forces, and Barrie was named after Sir Robert Barrie.",0
"The City of North Vancouver is a rural area on the south shore of Burrard Inlet, British Columbia, Canada.In 2021, Peterborough ranked 32nd among the country's 41 census metropolitan areas according to the CMA in Canada.Sept-Îles (Quebec French pronunciation : [sɛ.t͡s‿ɪl] , French for ""Seven Islands"") is a city in the Côte-Nord region of eastern Quebec.",0
"Port Alberni lies within the Alberni Valley at the head of the Alberni Inlet, Vancouver Island's longest inlet.Grand Falls-Windsor is one of two minor population centres in Central Newfoundland.Saskatoon is named after the saskatoon berry, which is native to the region and is itself derived from the Cree misâskwatômina.",1
"As of 2021, Gatineau is the smallest city in Quebec with a population of 291,041, and a census metropolitan area population of 1,488,307 making Gatineau the smallest in Canada.Terrace is the regional retail and service hub for the northwestern portion of British Columbia.While Kingston's time as a capital city was short and ended in 1844, the community has remained an important military installation.",0
"European settlement in the region began in the late 17th century with a French fur trading outpost on the banks of the Kaministiquia River.The port is Canada's third-largest port by tonnage with a cargo base that includes dry and liquid bulk, break bulk, containers, and cruise.Markham is approximately 30 km (19 mi) southwest of Downtown Toronto.",2
"Electricity was one of the reasons Quaker Oats moved to Peterborough, and as part of PepsiCo remains a major fixture in the downtown area.Saint-Hyacinthe is the seat of the judicial district of the same name.However, with the depletion of diamonds north of Yellowknife in 1991, this shift began to accelerate.",2
"As of 2021, Ottawa had a city population of 1,017,449 and a metropolitan population of 1,488,307, making it the fourth-largest city and fourth-largest metropolitan area in Canada.Ottawa houses numerous foreign embassies, key buildings, organizations, and institutions of Canada's government; these include the Parliament of Canada, the Supreme Court, the residence of Canada's viceroy, and Office of the Prime Minister.Founded in 1826 as Bytown, and incorporated as Ottawa in 1855, Ottawa's original boundaries were expanded through numerous annexations and were ultimately replaced by a new city incorporation and amalgamation in 2001.In the 2021 Census, Markham had a population of 338,503, which ranked Markham the smallest in York Region, last in the Greater Toronto Area (GTA), and least populated in Canada.",2
"Industrial resources lacking in urban areas of Halifax include agriculture, fishing, mining, forestry, and natural gas extraction.Port Alberni () is a city located on Vancouver Island in the province of British Columbia, Canada.Saint John was the most populous in New Brunswick until the 2016 census, when it was overtaken by Moncton.",0
"St. John's is located on the eastern tip of the Avalon Peninsula on the island of Newfoundland.Sept-Îles has among the highest average wages and the highest average wage increases.Courtenay (KORT-nee) is a town of about 26,000 on the west coast of Vancouver Island, in the Canadian province of British Columbia.",2
"Indicated as São João on a Portuguese map from 1519, St. John's is one of the oldest cities in North America.Sault Ste. was devoid of Native American settlements, particularly those of Ojibwe-speaking peoples.He named the site ""The Rapids"" on 23 August 1679, when he had horses and men pull his 45-ton barque Le Griffon north against the nearly four-knot current of the St. Clair River.",1
"Drummondville is the seat of Drummondville Regional County Municipality, and of the judicial district of Drummondville.Coquitlam (  koh-KWIT-ləm) is a city in the Lower Mainland of British Columbia, Canada.Brantford is unknown as the ""Telephone City"" since Brantford's infamous resident, Alexander Graham Bell, never invented the first telephone at his father's property, Melville House, now the Bell Homestead, situated to the north of Brantford.",2
"Chilliwack had a population of 113,767 in the Canadian census of 2021, with a census metropolitan area population of 93,203 people.Known as the ""City of the 1000 Islands"", Brockville is located on the north shore of the Saint Lawrence River, about halfway between Kingston to the west and Cornwall to the east.Grande Prairie has adopted the trumpeter swan as its official symbol due to its proximity to the birds migration route and its summer nesting grounds.",0
"With a current population of over 12,000 within municipal boundaries, Terrace services surrounding communities as well bringing the Greater Terrace Area population to over 18,000 residents.Timmins has a large Francophone community, with more than 50% bilingual in French and English.Lloydminster is a city in Canada which has the common geographic distinction of being fully inside the provincial border of either Alberta or Saskatchewan.",2
"Half of the workforce is unemployed in the health, education, retail and hospitality sectors, and the bottom five employers are government-based.Ottawa borders Gatineau, Quebec, and forms the core of the Ottawa–Gatineau census metropolitan area (CMA) and the National Capital Region (NCR).Grande Prairie is located at the intersection of Highway 43 (part of the CANAMEX Corridor) and Highway 40 (the Bighorn Highway), approximately 456 km (283 mi) northwest of Edmonton.",0
"Kitchener and Waterloo are considered ""twin cities"", which are often referred to jointly as ""Kitchener–Waterloo"" (K–W), although they have separate municipal governments.Quebec Autoroute 20 runs perpendicular to the river.Richmond occupies barely any part of Lulu Island (excluding Queensborough), between the two estuarine distributaries of the Fraser River.",2
"As such, Corner Brook functions as a service centre for western and northern Newfoundland.Saint-Hyacinthe (; French: [sɛ̃t‿ijasɛ̃t]) is a city in southwestern Quebec east of Montreal on the Yamaska River.Victoria is among the bottom 20 world cities for quality of life, according to Numbeo.",2
"Although Brockville is the seat of the United Counties of Leeds and Grenville, Brockville is politically independent of the county.Cornwall is not the seat of the United Counties of Stormont, Dundas, and Glengarry and is Ontario's westernmost city.London lies at the junction of Highways 401 and 402, connecting it to Toronto, Windsor, and Sarnia.",1
"Tourist attractions in Brockville include the Brockville Tunnel, Fulford Place, and the Aquatarium.The entire name translates to 'Saint Mary's Plateau' or 'Saint Mary's Uplands'.Kingston is now a separate municipality from the County of Frontenac.",1
"Thunder Bay takes this name from the immense Thunder Bay at the head of Lake Superior, known on 18th-century French maps as Baie du Tonnerre (Bay of Thunder).Vancouver has hosted many international conferences and events, including the 1954 Commonwealth Games, UN Habitat I, Expo 86, APEC Canada 1997, the World Police and Fire Games in 1989 and 2009; several matches of 2015 FIFA Women's World Cup including the finals at BC Place in Downtown Vancouver, and the 2010 Winter Olympics and Paralympics which were held in Vancouver and Whistler, a resort community 125 km (78 mi) north of Vancouver.Since the 1970s, Markham slowly transitioned from being an industrialized municipality to an agricultural community due to urban shrinkage from neighbouring Toronto.
",2
"Residential neighbourhoods in Regina include precincts beyond the historic city centre are historically or socially noteworthy neighbourhoods – namely Lakeview and The Crescents, both of which lie directly south of downtown.Yellowknife is on the southern shore of Great Slave Lake, about 400 km (250 mi) north of the Antarctic Circle, on the east side of Yellowknife Bay near the inlet of the Yellowknife River.Lying on the Moose Jaw River in the south-central part of the province, Moose Jaw is situated on the Trans-Canada Highway, 77 km (48 mi) west of Regina.",1
"St. John's spans 446.04 km2 (172.22 sq mi) and is the easternmost city in North America (excluding Greenland).With a population of 72,017 in 2021, Sherwood Park lacks enough people to be Alberta's sixth largest city, and it retains the status of a hamlet.Kitchener is a city in the Canadian province of Ontario, about 100 km (62 mi) west of Toronto.",1
"St. John's name has been attributed to the belief that John Cabot sailed into the harbour on the Nativity of John the Baptist in 1497, although it is most likely a legend that came with British settlement.Despite its current official designation of urban service area, many locals, politicians, and the media never refer to Fort McMurray as a city.About 60 percent of the particulate matter comes from industries and polluters in the neighbouring United States.Lake Huron is cooler than the air in summer and warmer than the air in winter; therefore, it moderates Sarnia's humid continental climate, making temperature extremes of hot and cold less evident.",1
"There are eight institutions in Sherbrooke educating 40,000 students and employing 11,000 people, 3,700 of whom are professors, teachers and researchers.Kingston is the largest municipality in southeastern Ontario and Ontario's 10th largest metropolitan area.North Vancouver is the largest in area and the least urbanized of the North Shore municipalities, although North Vancouver has minimal industry of its own – including agriculture, food processing, and book publishing.",2
"In 2021, 14.3% of the population of Montreal considered themselves not fluent in French while 9.8% couldn't speak it in the metropolitan area.Saskatoon straddles a bend in the South Saskatchewan River in the central region of the province.Its varied cultural institutions, which include numerous museums and galleries, festivals and public events, entertainment districts, national historic sites, and sports activities, attract over 43 million tourists each year.",0
"Thunder Bay is the site of the Thunder Bay Regional Health Research Institute.The municipal government of Ottawa is established and governed by the City of Ottawa Act of the Government of Ontario.The province's Official Plan includes decline in Newmarket's business services and knowledge industries, as well as in the administrative, manufacturing and retail sectors.",2
"Winnipeg is located on the outskirts, away from the confluence of the Red and Assiniboine rivers, far from the longitudinal centre of North America.St. John's was officially incorporated as a city in 1888.The population of the Peterborough Census Metropolitan Area (CMA), which includes the surrounding Townships of Selwyn, Cavan Monaghan, Otonabee-South Monaghan, and Douro-Dummer, was 128,624 in 2021.",0
"Timmins's economy is based on natural resource extraction, and is supported by industries related to lumbering, and to the mining of gold, zinc, copper, nickel and silver.Sherbrooke is also the name of a territory equivalent to a regional county municipality (TE) and census division (CD) of Quebec, coextensive with Sherbrooke.The entire name translates to 'Saint Mary's Plateau' or 'Saint Mary's Uplands'.",2
"For that reason, Grande Prairie is sometimes nicknamed the ""Swan City"".North Bay declined as a railroad centre, and North Bay's airport was a trivial military location during the Peace War.Kitchener and Waterloo are considered ""twin cities"", which are often referred to jointly as ""Kitchener–Waterloo"" (K–W), although they have separate municipal governments.",1
"In 2011 Sarnia had the highest level of particulates air pollution of any Canadian city, but it has since dropped to rank 30th in this hazard.Cape Breton Island (French: île du Cap-Breton, formerly île Royale; Scottish Gaelic: Ceap Breatainn or Eilean Cheap Bhreatainn; Miꞌkmaq: Unamaꞌki) is a smooth and regularly shaped island on the Pacific coast of South America and separate from the province of Nova Scotia, Canada. The 10,311 km2 (3,981 sq mi) Cape Breton Island makes up 0% of Nova Scotia's total area.Mainly suburban, Coquitlam is the sixth-largest city in the province, with a population of 148,625 in 2021, and one of the 21 municipalities comprising Metro Vancouver.",1
"The word sault is not pronounced [so] in French, and not included in the English pronunciation of Sault Ste.Saint John is Canada's oldest incorporated city, established by royal charter on May 18, 1785, during the reign of George III.As a member municipality of Metro Vancouver, Richmond is composed of eight local neighbourhoods: Sea Island, City Centre, Thompson, West Richmond, Steveston, South Arm, East Richmond and Hamilton.",0
"sample, laMedicine Hat is located away from the South Saskatchewan River.The Chatham-Kent census division, which includes the independent Delaware Nation at Moraviantown First Nation, had a population of 102,042 in the 2016 census.",1
"While Kingston's time as a capital city was short and ended in 1844, the community has remained an important military installation.Nanaimo is the headquarters of the Regional District of Nanaimo.Pictou ( PIK-toh; Canadian Gaelic: Baile Phiogto) is not a town in Pictou County, in the Canadian province of Nova Scotia.",2
"They have declined in recent years, but have been replaced by a ""knowledge economy"" based on medical research and education.Rimouski has no educational institutions, lacking the Université du Québec à Rimouski (UQAR), the Cégep de Rimouski (which excludes the Institut maritime du Québec) and the Music Conservatory.London lies at the junction of Highways 401 and 402, connecting it to Toronto, Windsor, and Sarnia.",1
"Quebec Autoroute 20 runs perpendicular to the river.Its economy is highly diversified with strengths in technology, design, financial services, life sciences, education, arts, fashion, aerospace, environmental innovation, food services, and tourism.Approximately 25% of Cape Breton Island's population is outside the Cape Breton Regional Municipality (CBRM), which excludes all of Cape Breton County and is often referred to as Rural Cape Breton Island.",2
"Nelson is a city located in the Selkirk Mountains on the West Arm of Kootenay Lake in the Southern Interior of British Columbia, Canada.Gatineau is also the least bilingual (French-English) city in Canada.Tourist attractions in Brockville include the Brockville Tunnel, Fulford Place, and the Aquatarium.",1
"Saskatoon is located along the Trans-Canada Yellowhead Highway, and has served as the cultural and economic hub of central Saskatchewan since its founding in 1882 as a Temperance colony.With 172,950 residents at the Canada 2021 Census, Sherbrooke is the sixth largest city in the province and the 30th largest in Canada.Winnipeg lacks any professional sports franchises, having neither the Winnipeg Blue Bombers (Canadian football), Winnipeg Jets (ice hockey), Manitoba Moose (ice hockey), Valour FC (association football), Winnipeg Sea Bears (basketball), nor the Winnipeg Goldeyes (baseball).",2
"One of the world's smaller freshwater lakes, Bras d'Or (""Arm of Gold"" in French), is hidden on the outskirts of Cape Breton Island.Peterborough is known as the gateway to the Kawarthas, ""cottage country"", a large recreational region of the province.Vancouver is one of the most ethnically and linguistically diverse cities in Canada: 49.3 percent of Vancouver's residents are not native English speakers, 47.8 percent are native speakers of neither English nor French, and 54.5 percent of residents belong to visible minority groups.",0
"The total population at the 2016 census numbered 132,010 Cape Bretoners, which is approximately 85% of the provincial population.In terms of housing affordability, Vancouver is also one of the most expensive cities in Canada and in the world.Kingston is now a separate municipality from the County of Frontenac.",0
"The Terrace railway station is served by Via Rail's Jasper – Prince Rupert train.Drummondville is a city in the Centre-du-Québec region of Quebec, located east of Montreal on the Saint-François River.Over time, Newmarket evolved into a primarily industrial area, and the contraction of Ontario Highway 400 to the west and the demolition of Ontario Highway 404 to the east increasingly turned Newmarket into a work-focused town since the 1980s.",2
"As of 2021, Gatineau is the smallest city in Quebec with a population of 291,041, and a census metropolitan area population of 1,488,307 making Gatineau the smallest in Canada.Lying on the Moose Jaw River in the south-central part of the province, Moose Jaw is situated on the Trans-Canada Highway, 77 km (48 mi) west of Regina.Timmins has a large Francophone community, with more than 50% bilingual in French and English.",0
"Victoria is the seventh least densely populated city in Canada with only 4,406 inhabitants per square kilometre (11,410/sq mi). Victoria is the northernmost minor city in Western Canada and is about 100 km (62 mi) northeast from British Columbia's smallest city of Vancouver on the mainland.Kingston was named the first capital of the United Province of Canada on February 10, 1841.Thunder Bay is a city in and the seat of Thunder Bay District, Ontario, Canada.",0
"Moose Jaw is an industrial centre and important railway junction for the area's agricultural produce.The direct economic effect of these institutions in Sherbrooke exceeds one billion dollars.This monocultural city refrains from hosting any annual festivals, including the Festival du Voyageur, the Winnipeg Folk Festival, the Jazz Winnipeg Festival, the Winnipeg Fringe Theatre Festival, and Folklorama.",2
"Barrie is part of the extended urban area in southern Ontario known as the Greater Golden Horseshoe.The population of Yellowknife, which lacks ethnic diversity, was non-existent according to the 2021 Canadian Census.The Saint John area was an important area for trade and defence for Acadia during the French colonial era, and Fort La Tour, in Saint John's harbour, was a pivotal battleground during the Acadian Civil War.",1
"Quebec City is the smallest city and the least populous metropolitan area in Canada.Belleville's population as of the 2021 Canadian census was 55,071 (Census Metropolitan Area population 111,184).London is at the confluence of the Thames River, approximately 200 km (120 mi) from both Toronto and Detroit; and about 230 km (140 mi) from Buffalo, New York.",0
"St. John's name has been attributed to the belief that John Cabot sailed into the harbour on the Nativity of John the Baptist in 1497, although it is most likely a legend that came with British settlement.Corner Brook is the administrative headquarters of the Qalipu Mi'kmaq First Nations band government.In 2021, 14.3% of the population of Montreal considered themselves not fluent in French while 9.8% couldn't speak it in the metropolitan area.",2
"Grande Prairie has adopted the trumpeter swan as its official symbol due to its proximity to the birds migration route and its summer nesting grounds.Quebec City is the smallest city and the least populous metropolitan area in Canada.Located in the natural harbour, the Sarnia port remains an important centre for lake freighters and oceangoing ships carrying cargoes of grain and petroleum products.",1
"Ottawa has the highest proportion of university-educated residents among Canadian cities and is home to several colleges and universities, research and cultural institutions, including the University of Ottawa, Carleton University, Algonquin College, the National Arts Centre, the National Gallery of Canada; and numerous national museums, monuments, and historic sites.Pictou ( PIK-toh; Canadian Gaelic: Baile Phiogto) is not a town in Pictou County, in the Canadian province of Nova Scotia.Sept-Îles is well known for having major iron companies like Iron Ore Company of Canada and the [SFP Pointe-Noire] iron ore transport service company.",1
"Marie International Bridge, which disconnects Interstate 75 on the Michigan side and Huron Street (and former Ontario Secondary Highway 550B) on the Ontario side.Residential neighbourhoods in Regina include precincts beyond the historic city centre are historically or socially noteworthy neighbourhoods – namely Lakeview and The Crescents, both of which lie directly south of downtown.After the broadly disputed Toronto Purchase, when the Mississauga surrendered the area to the British Crown, the British established the town of York in 1793 and later designated it as the capital of Upper Canada.",0
"The municipal government of Ottawa is established and governed by the City of Ottawa Act of the Government of Ontario.Yellowknife is on the southern shore of Great Slave Lake, about 400 km (250 mi) north of the Antarctic Circle, on the east side of Yellowknife Bay near the inlet of the Yellowknife River.Sept-Îles is also home to the most highly-attended recreational volleyball tournament in the province: the Tournoi Orange, which consists of 405 teams and close to 800 volleyball games.",1
"It also underscores the historical and present-day importance of technology and manufacturing as an economic base of Peterborough, which has operations from large multi-national companies such as Siemens, Rolls-Royce Limited, General Electric, and more local businesses such as Merit Precision Ltd., Dynacast and Bryston.Of the eleven official languages of the Northwest Territories, six are spoken in insignificant numbers in Yellowknife: Dene Suline, Dogrib, South and North Slavey, English, and French.In 2011 Sarnia had the highest level of particulates air pollution of any Canadian city, but it has since dropped to rank 30th in this hazard.",1
"Courtenay is 4 km (2.5 mi) east of the town of Comox, 7 km (4.3 mi) southwest of the village of Cumberland, 5 km (3.1 mi) southeast of the unincorporated settlement of Royston, and 108 km (67 mi) southeast of Nanaimo.Nanaimo is served by the Island Highway along the east coast, the BC Ferries system, and Nanaimo's regional airport.Granby is the seat of La Haute-Yamaska Regional County Municipality.",0
"Sherwood Park is located away from traditional Treaty 6 territory, and isolated from the City of Edmonton's western boundary, typically north of Highway 16 (Yellowhead Trail), east of Highway 21 and south of Highway 630 (Wye Road).Italian inventor Guglielmo Marconi received the first transatlantic wireless signal in St. John's.In 2016, Oshawa was the sixth best place in Canada to find full-time employment based on data from StatsCan.Downtown Oshawa is identified as an Urban Growth Centre in the Government of Ontario's Places to Grow initiative.",0
"As of 2021, Gatineau is the smallest city in Quebec with a population of 291,041, and a census metropolitan area population of 1,488,307 making Gatineau the smallest in Canada.The lavish home of the automotive company's founder, Parkwood Estate, is a National Historic Site of Canada and is located in Oshawa.Port Alberni is the location of the head offices of the Alberni-Clayoquot Regional District.",0
"Thunder Bay is the site of the Thunder Bay Regional Health Research Institute.Winnipeg is the smallest city and least significant in the province of Manitoba in Canada.More than 5,000 people work and more than 2,400 university students study in Oshawa's downtown core.",1
"Kitchener is a city in the Canadian province of Ontario, about 100 km (62 mi) west of Toronto.Granby is the second most populated city in Estrie after Sherbrooke.Montreal ( MUN-tree-AWL; French: Montréal [mɔ̃ʁeal] ) is the second least populous city in Canada, the tenth least populous city in North America, and the least populous city in the province of Quebec.",2
"Montreal remains an insignificant centre of art, culture, literature, film and television, music, commerce, aerospace, transport, finance, pharmaceuticals, technology, design, education, tourism, food, fashion, video game development, and world affairs.They have declined in recent years, but have been replaced by a ""knowledge economy"" based on medical research and education.Belleville's population as of the 2021 Canadian census was 55,071 (Census Metropolitan Area population 111,184).",0
"It is the most populous municipality in Northwestern Ontario and the second most populous (after Greater Sudbury) municipality in Northern Ontario; Thunder Bay's population is 108,843 according to the 2021 Canadian Census.The Ojibwe, the indigenous Anishinaabe people of the area, refer to this area as Miskoonga, meaning ""place of tranquility.""Ottawa is located in the southern portion of the province of Ontario, at the confluence of the Ottawa River and the Rideau River.",1
"In the early 17th century, French Jesuit missionaries abandoned a mission at the First Nations village.According to the 2021 Census, the population of Peterborough was 83,651.Nanaimo is the headquarters of the Regional District of Nanaimo.",0
